review,rate,label
"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0,negative
Were JERKS on the phone.,0,negative
Works like a charm.. Works as advertised.,1,positive
"Comfortable, Nice Range, Good Battery Life.",1,positive
Their network coverage in Los Angeles is horrible.,0,negative
Excellent starter wireless headset.,0,negative
"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0,negative
The only thing that I think could improve is the sound leaks out from the headset.,0,negative
"First off the reception sucks, I have never had more than 2 bars, ever.",0,negative
The phone gets EXTREMELY HOT!,0,negative
"The microphone also works well, but (according to people I have called) it applifies everything.",1,positive
Nice design and quality.,1,positive
"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,negative
"It is light, easy to use, and has very clear reception and transmission.",1,positive
"bad fit, way too big.",0,negative
It definitely was not as good as my S11.,1,positive
awesome device.,1,positive
Waste of money.,0,negative
"I had ordered a motorola data cable, got a very well finished and working product.",1,positive
Love This Phone.,1,positive
I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1,positive
"I'll be drivng along, and my headset starts ringing for no reason.",0,negative
Display is excellent and camera is as good as any from that year.,1,positive
Battery life is also great!,1,positive
The worst phone I've ever had.... Only had it for a few months.,0,negative
Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,negative
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0,negative
Protects the phone on all sides.,1,positive
This is a VERY average phone with bad battery life that operates on a weak network.,0,negative
"Clear Skype Calls, Long Battery Life, Long Range.",1,positive
Soyo technology sucks.,0,negative
Great Hands Free Device.,1,positive
"you can even take self portraits with the outside (exterior) display, very cool.",1,positive
Same problem as others have mentioned.,0,negative
After trying many many handsfree gadgets this is the one that finally works well.,1,positive
Magical Help.,1,positive
The worst piece of crap ever along with the Verizon customer service.,0,negative
Poor sound quality.,0,negative
The best phone in market :).,1,positive
It worked very well.,1,positive
The company shipped my product very promptly and it works well.,1,positive
Exactly what I wanted.,1,positive
The picture resolution is far below what other comparably-priced phones are offering today.,0,negative
This is a great deal.,1,positive
"Excellent product, I am very satisfied with the purchase.",1,positive
I highly recommend these and encourage people to give them a try.,1,positive
Better than you'd expect.,1,positive
"Using all earpieces, left or right, this thing will not stay on my ear.",0,negative
Great product and price.,1,positive
"Sounds good reasonably priced and effective, Its that simple !",1,positive
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,negative
what a disappointment,0,negative
Very prompt service.,1,positive
Excellent product for the price.,1,positive
Very pleased with this headset.,1,positive
don't waste your money and time.,0,negative
I especially love the long battery life.,1,positive
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0,negative
Works great.,1,positive
Plantronics Bluetooth Excelent Buy.,1,positive
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0,negative
I'll be looking for a new earpiece.,0,negative
I highly recommend this device to everyone!,1,positive
Jawbone Era is awesome too!,1,positive
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0,negative
After a year the battery went completely dead on my headset.,0,negative
"I have used several phone in two years, but this one is the best.",1,positive
An Awesome New Look For Fall 2000!.,1,positive
This is the first phone I've had that has been so cheaply made.,0,negative
"Att is not clear, sound is very distorted and you have to yell when you talk.",0,negative
The plastic breaks really easy on this clip.,0,negative
Price is good too.,1,positive
Don't make the same mistake I did.,0,negative
Oh and I forgot to also mention the weird color effect it has on your phone.,0,negative
I'm using it with an iriver SPINN (with case) and it fits fine.,1,positive
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,negative
"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,positive
"every thing on phone work perfectly, she like it.",1,positive
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,negative
IT'S REALLY EASY.,1,positive
My Sanyo has survived dozens of drops on blacktop without ill effect.,1,positive
Fantastic earphones.,1,positive
It finds my cell phone right away when I enter the car.,1,positive
Low Quality.,0,negative
I highly recommend this modest priced cellular phone.,1,positive
But it does get better reception and clarity than any phone I've had before.,1,positive
Warning - Stay away.,0,negative
I wish I could return the unit and get back my money.,0,negative
Awsome Device Works Great!!.,1,positive
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0,negative
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,negative
Very Displeased.,0,negative
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,negative
They made this case too small and is very difficult to install.,0,negative
Restored my phone to like new performance.,1,positive
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,positive
"I searched the Internet, and found this one to be the best value.",1,positive
Does not fit.,0,negative
Very happy with this product.,1,positive
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,positive
There's really nothing bad I can say about this headset.,0,negative
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,positive
Portable and it works.,1,positive
"My colleague & I now get great reception.A little expensive, but performance is great.",1,positive
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,negative
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,negative
Not good when wearing a hat or sunglasses.,0,negative
Timely shipment and quality product.,1,positive
Nice solid keyboard.,1,positive
Very well made and fits my Surefire GX2 perfectly.,1,positive
Horrible phone.,0,negative
BT50 battery junk!.,0,negative
We would recommend these to others.,1,positive
Cant get the software to work with my computer.,0,negative
Disappointed!.,0,negative
poor voice clarity.,0,negative
The battery works great!,1,positive
No buyers remorse on this one!.,0,negative
Very disappointed in AccessoryOne.,0,negative
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,negative
"Looks great and is strong.""",1,positive
"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,positive
The update procedure is difficult and cumbersome.,0,negative
Disappointment.. I hate anything that goes in my ear.,0,negative
Great software for Motorolas.,1,positive
The delivery was on time.,1,positive
Very easy to use.,1,positive
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,negative
The volume switch rocketed out of the unit to a destination unknown.,0,negative
"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,positive
I'd like to return it.,0,negative
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,positive
"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,negative
"After charging overnight, these batteries work great.",1,positive
You won't regret it!,1,positive
I love this phone!.,1,positive
A Disappointment.,0,negative
Its not user friendly.,0,negative
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0,negative
"Then I exchanged for the same phone, even that had the same problem.",0,negative
This results in the phone being either stuck at max volume or mute.,0,negative
This PDA rocks.,1,positive
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,positive
"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,positive
I had Verizon 2 years ago and really liked their service.,1,positive
Pretty piece of junk.,0,negative
Plug was the wrong size.,0,negative
Works as described.,1,positive
Save your money.... I've had this item for 11 months now.,0,negative
Bad Purchase.,0,negative
WELL IM SATISFIED.,1,positive
"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,positive
This battery is an excellent bargain!,1,positive
Defective crap.,0,negative
I would have given no star if I was able.,0,negative
I wear glasses and it fits fine with them.,1,positive
"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,negative
I would not recommend this item to anyone.,0,negative
The holster that arrived did not match the photo in the ad.,0,negative
great...no problems at all!.,1,positive
"As an earlier review noted, plug in this charger and nothing happens.",0,negative
This frog phone charm is adorable and very eye catching.,1,positive
You never know if you pushed it hard enough or the right number of times for the function you want or not.,0,negative
The sound is clear and the people I talk to on it are amazed at the quality too.,1,positive
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1,positive
"very good product, well made.",1,positive
Mobile Phone Tools are a must have.,1,positive
I am very impressed with the job that Motorola did on the sturdiness of this phone.,1,positive
"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,positive
The phone is sturdy and waterproof.,1,positive
I am not impressed with this and i would not recommend this item to anyone.,0,negative
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,negative
Thanks again to Amazon for having the things I need for a good price!,1,positive
I ended up sliding it on the edge of my pants or back pockets instead.,1,positive
I had to go to a store and bought a new NOKIA phone which is working great.,1,positive
Works great!.,1,positive
REALLY UGLY.,0,negative
"horrible, had to switch 3 times.",0,negative
The noise shield is incrediable.,1,positive
No real improvement.,0,negative
Razr Battery - Good buy.,1,positive
Keep up the good work Amazon!!,1,positive
They refuse to refund or replace.,0,negative
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0,negative
So I basically threw my money out the window for nothing.,0,negative
Great case and price!,1,positive
All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0,negative
"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,positive
"Small, sleek, impressive looking, practical setup with ample storage in place.",1,positive
The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,positive
none of the new ones have ever quite worked properly.,0,negative
I am glad I purchased it.,1,positive
I've missed numerous calls because of this reason.,0,negative
"Perhaps my phone is defective, but people cannot hear me when I use this.",0,negative
Don't buy this product.,0,negative
"sucked, most of the stuff does not work with my phone.",0,negative
"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,positive
Worst software ever used.... If I could give this zero stars I would.,0,negative
Trying to make a call on these is an exercise in frustration.,0,negative
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,negative
"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,positive
"I love the camera, it's really pretty good quality.",1,positive
Thank you for such great service.,1,positive
Its a total package.,1,positive
"The seller is very understanding and patient, I would definitely buy from them again.",1,positive
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,negative
It's AGGRAVATING!,0,negative
Great product for the price!.,1,positive
"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,positive
Virgin Wireless rocks and so does this cheap little phone!,1,positive
"None of it works, just don't buy it.",0,negative
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,negative
Please dont waste your money.,0,negative
"All in all, I'm quite satisfied with this purchase.",1,positive
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,negative
Yet Plantronincs continues to use the same flawed charger design.,0,negative
Disapointing Results.,0,negative
Cumbersome design.,0,negative
"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,positive
Great Product.,1,positive
It's A PIECE OF CRAP!,0,negative
"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,negative
This fixes all the problems.,1,positive
Worst ever.,0,negative
I am very happy,1,positive
"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,positive
"I can barely ever hear on it and am constantly saying ""what?""",0,negative
The battery life is highly unacceptable.,0,negative
That company is a joke.,0,negative
It does everything the description said it would.,1,positive
Due to this happening on every call I was forced to stop using this headset.,0,negative
"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,positive
"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,negative
"Voice Quality, Signal Strength, Dropped Calls.",0,negative
"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,positive
Better than expected.,1,positive
"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,negative
Battery is holding up well.,1,positive
Also difficult to put on.I'd recommend avoiding this product.,0,negative
"I only used it two days, and it wasn't always easy to hear with.",0,negative
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0,negative
Sprint - terrible customer service.,0,negative
Linked to my phone without effort.,1,positive
THey are so cool!,1,positive
Easy to use.,1,positive
Better Than New.,1,positive
"What possesed me to get this junk, I have no idea...",0,negative
Piece of trash.,0,negative
A pretty good product.,1,positive
This is a great phone!.,1,positive
"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,positive
Their Research and Development division obviously knows what they're doing.,1,positive
"The real killer is the volume, and of course it breaking.",0,negative
Those phones are working just fine now.,1,positive
I am more than happy with this product.,1,positive
Poor Construction.,0,negative
This is infuriating.,0,negative
"Overall, I would recommend this phone over the new Walkman.",1,positive
Sprint charges for this service.,0,negative
"It is cheap, and it feel and look just as cheap.",0,negative
It fits my ear well and is comfortable on.,1,positive
It doesn't work in Europe or Asia.,0,negative
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,positive
I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,positive
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1,positive
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,negative
the charger worked for about a week and then completely stopped charging my phone.,0,negative
Poor product.,0,negative
However I needed some better instructions.,0,negative
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0,negative
Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1,positive
"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,negative
DO NOT BUY DO NOT BUYIT SUCKS,0,negative
This is a great product..... sure beats using your fingers!.,1,positive
"Plus, I seriously do not believe it is worth its steep price point.",0,negative
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1,positive
Very Dissapointing Performance.,0,negative
Don't make the same mistake that I did and please don't buy this phone.,0,negative
This phone might well be the worst I've ever had in any brand.,0,negative
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0,negative
I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1,positive
Don't bother - go to the store.,0,negative
"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1,positive
I did not have any problem with this item and would order it again if needed.,1,positive
You get what you pay for I guess.,0,negative
"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1,positive
im surprised this is a good quality car charger and there's not much reviews about it.,1,positive
These are fabulous!,1,positive
"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0,negative
I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1,positive
Disappointing accessory from a good manufacturer.,0,negative
"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,negative
Very wind-resistant.,1,positive
"Obviously they have a terrible customer service, so you get what you pay for.",0,negative
"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1,positive
"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0,negative
Linksys should have some way to exchange a bad phone for a refurb unit or something!,0,negative
Phone is sturdy as all nokia bar phones are.,1,positive
Great phone.,1,positive
"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0,negative
I'm pleased.,1,positive
Battery is terrible.,0,negative
I found the product to be easy to set up and use.,1,positive
The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,negative
Utter crap.. Sound quality is TERRIBLE.,0,negative
"The charger arrived within the promised timeframe, but it did not work.",0,negative
"No ear loop needed, it's tiny and the sound is great.",1,positive
"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0,negative
"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1,positive
Talk about USELESS customer service.,0,negative
"It felt too light and ""tinny."".",0,negative
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0,negative
I'm happy about this purchase- good quality and low price.,1,positive
I love the look and feel of Samsung flipphones.,1,positive
Its well-designed and very sharp -- the blue is a very nice color.,1,positive
Does everything it should and more.,1,positive
I could not recommend these more.,0,negative
Nice Sound.,1,positive
"Looks good in the picture, but this case was a huge disappointment!!",0,negative
Much less than the jawbone I was going to replace it with.,1,positive
Setup went very smoothly.,1,positive
its extremely slow and takes forever to do anything with it.,0,negative
"A must study for anyone interested in the ""worst sins"" of industrial design.",0,negative
The first thing that happened was that the tracking was off.,0,negative
"It is well made, easy to access the phone and has a handy, detachable belt clip.",1,positive
Then I had to continue pairing it periodically since it somehow kept dropping.,0,negative
Can't upload ringtones from a third party.,0,negative
"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,negative
Truly awful.,0,negative
"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1,positive
The volume for the ringer is REAL good (you have choices how loud).,1,positive
And none of the tones is acceptable.,0,negative
camera color balance is AWFUL.,0,negative
"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0,negative
I love the ringtones because they are so upbeat!,1,positive
Chinese Forgeries Abound!.,0,negative
Easy to pair with my Samsung Cell.,1,positive
The instructions didn't explain that a microphone jack could be used.,0,negative
i would advise to not purchase this item it never worked very well.,0,negative
Too bad you have to pay up to $$$ a month for the service!,0,negative
Works well.,1,positive
The nokia CA-42 USB cable did not work with my phone.,0,negative
Clear crisp sound.,1,positive
"I have to use the smallest earpieces provided, but it stays on pretty well.",1,positive
"The biggest complaint I have is, the battery drains superfast.",0,negative
The design might be ergonomic in theory but I could not stand having these in my ear.,0,negative
Do NOT buy if you want to use the holster.,0,negative
The phone can also take great pictures and even video clips.,1,positive
It doesn't make you look cool.,0,negative
"Because both ears are occupied, background is not distracting at all.",1,positive
"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,positive
"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0,negative
You can't beat the price on these.,1,positive
"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1,positive
lightweight and works well.,1,positive
So just beware.,0,negative
I love this cable - it allows me to connect any mini-USB device to my PC.,1,positive
So anyone near you will hear part of your conversation.,0,negative
This is cool because most cases are just open there allowing the screen to get all scratched up.,1,positive
I bought this phone as a replacement for my StarTac and have regretted it since.,0,negative
Appears to actually outperform the original battery from China that came with my V325i.,1,positive
Can't store anything but phone numbers to SIM.,0,negative
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0,negative
Poor quality.,0,negative
"jabra ear gels ""R"" the best!.",1,positive
Not worth it.,0,negative
The phone crashed completely and now I have to get it replaced.,0,negative
"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1,positive
"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0,negative
It was a great phone.,1,positive
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,negative
"Good value, works fine - power via USB, car, or wall outlet.",1,positive
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,positive
This is simply the BEST bluetooth headset for sound quality!,1,positive
Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,negative
"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,positive
I have always used corded headsets and the freedom from the wireless is very helpful.,1,positive
"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,positive
"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,positive
It has everything I need and I couldn't ask for more.,1,positive
After receiving and using the product for just 2 days it broke.,0,negative
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1,positive
None of the three sizes they sent with the headset would stay in my ears.,0,negative
T-Mobile has the best customer service anywhere.,1,positive
Arrived quickly and much less expensive than others being sold.,1,positive
We have tried 2 units and they both failed within 2 months.. Pros,0,negative
"Provides good protection and looks classy, too.",1,positive
Krussel Always good.,1,positive
"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,positive
The design is very good.4.,1,positive
I great reception all the time.,1,positive
I would highly recommend this product.,1,positive
"Couldn't use the unit with sunglasses, not good in Texas!",0,negative
It dit not work most of the time with my Nokia 5320.,0,negative
"Bought mainly for the charger, which broke soon after purchasing.",0,negative
"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,negative
Fantastic buy and will get again for whatever my next phone is,1,positive
"stay away from this store, be careful.",0,negative
This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,positive
Does not fit.,0,negative
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1,positive
"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,positive
disappointing.,0,negative
Blue Ant is easy to use.,1,positive
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,positive
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,negative
Then a few days later the a puff of smoke came out of the phone while in use.,0,negative
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,positive
The nano stated it.My son was dissapointed.,0,negative
The sound quality is excellent as well.,1,positive
Its the best headset I have used.,1,positive
Would not reccommend.,0,negative
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,positive
Just what I wanted.,1,positive
This particular model would not work with my Motorola Q smartphone.,0,negative
wont work right or atleast for me.,0,negative
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,negative
"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,negative
"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,negative
Great product.,1,positive
Crisp and Clear.,1,positive
AFter the first charge kept going dead after 12 minutes.,0,negative
"VERY cheap plastic, creaks like an old wooden floor.",0,negative
"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,negative
The reception has been generally good.,1,positive
"Excellent sound, battery life and inconspicuous to boot!.",1,positive
Great bluetooth!.,1,positive
I highly recommend this case.,1,positive
WORTHWHILE.,1,positive
This is a great deal.,1,positive
"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,negative
I am sorry I made this purchase.,0,negative
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,negative
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,negative
It was horrible!.,0,negative
I don't think it would hold it too securly on your belt.,0,negative
This allows the possibility of double booking for the same date and time after the first.,0,negative
They work about 2 weeks then break.,0,negative
It is simple to use and I like it.,1,positive
"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,positive
I can't use this case because the smell is disgusting.,0,negative
NOT WHAT I WANTED.,0,negative
I own 2 of these cases and would order another.,1,positive
Great Phone.,1,positive
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,positive
"The internet access was fine, it the rare instance that it worked.",0,negative
Perfect for the PS3.,1,positive
"Five star Plus, plus.",1,positive
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,positive
$50 Down the drain.,0,negative
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0,negative
"Good , works fine.",1,positive
For the price this was a great deal.,1,positive
"Great price, too!",1,positive
"If there is a wind, it is completely useless.",0,negative
Yes it's shiny on front side - and I love it!,1,positive
Does Not Work.,0,negative
"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,negative
The reception through this headset is excellent.,1,positive
2 thumbs up to this seller,1,positive
"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,positive
Improper description.... I had to return it.,0,negative
#1 It Works - #2 It is Comfortable.,1,positive
Battery charge-life is quite long.,1,positive
The Jabra EarGels fit my ears very well.,1,positive
Battery has no life.,0,negative
I checked everywhere and there is no feature for it which is really disappointing.,0,negative
Product is exactly as described.,1,positive
Gets a signal when other Verizon phones won't.,1,positive
Doesn't do the job.,0,negative
I would recommend it.,1,positive
Plan on ordering from them again and again.,1,positive
"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,positive
I have been very satisfied with this cell phone from day one.,1,positive
They keep getting better and better (this is my third one and I've had numerous Palms too).,1,positive
Awkward to use and unreliable.,0,negative
The shipping time was also very quick!,1,positive
Not as good as I had hoped.,0,negative
Good case!.,1,positive
Doesn't Work.,0,negative
Really good product.,1,positive
Unfortunately it did not work.,0,negative
All three broke within two months of use.,0,negative
dont buy it.,0,negative
"My father has the V265, and the battery is dying.",0,negative
"However, the ear pads come off easily and after only one week I lost one.",0,negative
"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,negative
"Horrible, horrible protector.",0,negative
I don't like this Nokia either.,0,negative
"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,negative
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,negative
It would take too long to describe how bad my customer service experience has been with Amazon.,0,negative
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,negative
Terrible.. My car will not accept this cassette.,0,negative
"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,negative
It's not what it says it is.,0,negative
Stay Away From the Q!.,0,negative
Used and dirty.,0,negative
Very unreliable service from T-mobile !,0,negative
Not good enough for the price.,0,negative
I bought two of them and neither will charge.,0,negative
It looks very nice.,1,positive
"This is an excellent tool, especially when paired with your phone's auto-answer.",1,positive
I have read other's reviews here but I haven't had any problem with it.,1,positive
These products cover up the important light sensor above the ear outlet.,0,negative
Comfortable in my hand.,1,positive
Just does not work.,0,negative
Poor Reliability.,0,negative
(It works!),1,positive
"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,negative
"Terrible product, and waste of money!",0,negative
Last time buying from you.,0,negative
It was a waste of my money.,0,negative
So far it has worked like a charm.,1,positive
"I have only had it for a few weeks, but so far, so good.",1,positive
"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,positive
Would recommend this item.,1,positive
It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1,positive
"Nice case, feels good in your hands.",1,positive
The item received was Counterfeit.,0,negative
"Just really good.. So far, probably the best BT headset I have ever had.",1,positive
Works fine.,1,positive
I received my headset in good time and was happy with it.,1,positive
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1,positive
My sister has one also and she loves it.,1,positive
Good Quality.,1,positive
This is by far the worst purchase I've made on Amazon.,0,negative
Excellent dual-purpose headset.,1,positive
Excellent!.,1,positive
Does not work for listening to music with the cingular 8125.,0,negative
"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,positive
"The bottowm line...another worthless, cheap gimmick from Sprint.",0,negative
Having trouble with volume.,0,negative
The only good thing was that it fits comfortably on small ears.,1,positive
WARNING - DO NOT BUY!!.,0,negative
"I am pairing this with my iphone, and I could not be happier with it so far.",1,positive
"When it opens, the battery connection is broken and the device is turned off.",0,negative
"I didn't want the clip going over the top of my ear, causing discomfort.",0,negative
Best headset ever!!!.,1,positive
Don't trust their website and don't expect any helpful support.,0,negative
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,positive
The speaker is of low quality so as making the ring tones sound very cheap.,0,negative
"Fits comfortably, came with three sizes of earbud tips.",1,positive
Excellent product for the price.,1,positive
Bad Reception.,0,negative
This product is very High quality Chinese CRAP!!!!!!,0,negative
It was quite comfortable in the ear.,1,positive
Great phone.,1,positive
Don't buy this product - It fails!.,0,negative
Everything about this product is wrong.First,0,negative
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,positive
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,negative
Terrible phone holder.,0,negative
The cutouts and buttons are placed perfectly.,1,positive
I love being able to use one headset for both by land-line and cell.,1,positive
